597633	1
755459	1
990003	1
823950	1
784039	1
274170	1
454894	1
592462	1
501769	1
330790	1
983779	1
352495	1
268548	1
566763	1
692983	1
327725	1
421579	1
407086	1
854449	1
173940	1
210750	1
279595	1
576750	1
439154	1
70221	1
955971	1
373654	1
764917	1
680417	1
428103	1
794795	1
858678	1
39404	1
14718	1
6815	1
456220	1
139764	1
947078	1
318911	1
291166	1
620553	1
257687	1
150763	1
184239	1
394426	1
483338	1
160187	1
272828	1
672499	1
693520	1
771113	1
591530	1
110339	1
445318	1
297526	1
321058	1
539834	1
317041	1
426626	1
894381	1
211116	1
889293	1
762125	1
356815	1
178414	1
667495	1
545631	1
404300	1
204203	1
322459	1
602691	1
625579	1
423172	1
348005	1
921958	1
453110	1
105331	1
776992	1
214726	1
648423	1
272449	1
357499	1
401441	1
367814	1
61828	1
680305	1
275712	1
841561	1
668840	1
898772	1
939626	1
618863	1
785261	1
878432	1
459101	1
362253	1
31544	1
837197	1
645582	1
909593	1
49194	1
125379	1
626474	1
598820	1
798907	1
566063	1
461171	1
401779	1
871213	1
231100	1
897206	1
433465	1
313083	1
86310	1
568790	1
60669	1
223296	1
787963	1
271336	1
5222	1
697094	1
293687	1
874658	1
52949	1
105409	1
497361	1
205661	1
409295	1
649256	1
212440	1
195982	1
779601	1
340482	1
467152	1
158902	1
647931	1
174550	1
370166	1
280036	1
581653	1
803719	1
307332	1
533323	1
511080	1
399499	1
751620	1
902191	1
492404	1
333106	1
731916	1
878397	1
877605	1
661510	1
879422	1
595177	1
952306	1
187720	1
61182	1
633134	1
881925	1
803609	1
731694	1
437860	1
35819	1
971774	1
737712	1
389220	1
654673	1
908816	1
579685	1
654809	1
767803	1
574303	1
247020	1
873188	1
620837	1
489869	1
225413	1
83290	1
945338	1
513074	1
179488	1
503628	1
843998	1
524389	1
19447	1
475052	1
472816	1
373248	1
698823	1
906877	1
635115	1
597334	1
528660	1
529959	1
119288	1
392307	1
265040	1
735560	1
515718	1
58400	1
978594	1
843990	1
612322	1
179226	1
134296	1
967859	1
832015	1
293218	1
391729	1
420624	1
116099	1
639847	1
415951	1
875827	1
101115	1
682795	1
466944	1
363215	1
